id,nivel,nombre,turno,domicilio,colonia,alcaldia,sostenimiento,ubicacion,lat,lon,coordenadas
2233,Primaria,"""RICHMOND SCHOOL S.C.""",MATUTINO,CRATER NO 519,JARDINES DEL PEDREGAL,ALVARO OBREGON,Particular,"CRATER NO 519, JARDINES DEL PEDREGAL, ALVARO OBREGON",19.3197419,-99.2078696,"19.3197419,-99.2078696"
2234,Primaria,"""LICEO IN LAK'ECH""",MATUTINO,HEROES DEL 47 NO 103,SAN DIEGO CHURUBUSCO,COYOACAN,Particular,"HEROES DEL 47 NO 103, SAN DIEGO CHURUBUSCO, COYOACAN",19.351503,-99.1496151,"19.351503,-99.1496151"
2235,Primaria,COLEGIO GAE,MATUTINO,PLAYA PIE DE LA CUESTA NO. 405,SAN ANDRES TETEPILCO,IZTAPALAPA,Particular,"PLAYA PIE DE LA CUESTA NO. 405, SAN ANDRES TETEPILCO, IZTAPALAPA",19.3756993,-99.1236033,"19.3756993,-99.1236033"
2236,Primaria,"""COLEGIO TABANNA""",MATUTINO,GEMELOS NUMERO 54,PRADO CHURUBUSCO,COYOACAN,Particular,"GEMELOS NUMERO 54, PRADO CHURUBUSCO, COYOACAN",19.3565229,-99.1289069,"19.3565229,-99.1289069"
2237,Primaria,"""COLEGIO EL MUNDO DE LOS NIÑOS""",MATUTINO,CENTENARIO NUMERO 55 BIS,MERCED GOMEZ,ALVARO OBREGON,Particular,"CENTENARIO NUMERO 55 BIS, MERCED GOMEZ, ALVARO OBREGON",19.3658552,-99.1948005,"19.3658552,-99.1948005"
2238,Primaria,"""LICEO PEDAGÓGICO GANDHI""",MATUTINO,LACONIA NÚMERO 13,CLAVERIA,AZCAPOTZALCO,Particular,"LACONIA NÚMERO 13, CLAVERIA, AZCAPOTZALCO",19.4634696,-99.1812745,"19.4634696,-99.1812745"
2239,Primaria,"""COLEGIO JEAN WILLIAM FRITZ PIAGET""",MATUTINO,CALLE DEL ROSAL NO 276,SAN PEDRO MARTIR,TLALPAN,Particular,"CALLE DEL ROSAL NO 276, SAN PEDRO MARTIR, TLALPAN",19.2652929,-99.1689947,"19.2652929,-99.1689947"
2240,Primaria,"""COLEGIO ISAAC NEWTON""",MATUTINO,AVENIDA LACANDONES NO 89,PEDREGAL LAS AGUILAS,TLALPAN,Particular,"AVENIDA LACANDONES NO 89, PEDREGAL LAS AGUILAS, TLALPAN",19.2717524,-99.1733507,"19.2717524,-99.1733507"
2241,Primaria,ALFREDO BINET,MATUTINO,NORTE 60 NO. 3633,MARTIRES DE RIO BLANCO,GUSTAVO A. MADERO,Particular,"NORTE 60 NO. 3633, MARTIRES DE RIO BLANCO, GUSTAVO A. MADERO",19.4586724,-99.1147803,"19.4586724,-99.1147803"
2242,Primaria,INSTITUTO PEDAGÓGICO VALLE DE MÉXICO-PRIMARIA,MATUTINO,EDUARDO MOLINA NÚMERO 5409,GERTRUDIS SANCHEZ,GUSTAVO A. MADERO,Particular,"EDUARDO MOLINA NÚMERO 5409, GERTRUDIS SANCHEZ, GUSTAVO A. MADERO",19.4627142,-99.104422,"19.4627142,-99.104422"
2243,Primaria,CULTURA Y RECREACIÓN MOZART,MATUTINO,ZOTITLA 52,ABDIAS GARCIA SOTO,CUAJIMALPA DE MORELOS,Particular,"ZOTITLA 52, ABDIAS GARCIA SOTO, CUAJIMALPA DE MORELOS",19.350866,-99.2935395,"19.350866,-99.2935395"
2244,Primaria,"""EVEREST SCHOOL""",MATUTINO,CENTENARIO NÚMERO 20,DEL CARMEN,COYOACAN,Particular,"CENTENARIO NÚMERO 20, DEL CARMEN, COYOACAN",19.3502446,-99.1642554,"19.3502446,-99.1642554"
2245,Primaria,"""CENTRO DE FORMACIÓN INFANTIL SIMÓN""",MATUTINO,CANAL DE SAN JUAN NÚMERO 71,AGRICOLA ORIENTAL,IZTACALCO,Particular,"CANAL DE SAN JUAN NÚMERO 71, AGRICOLA ORIENTAL, IZTACALCO",19.3953482,-99.0589648,"19.3953482,-99.0589648"
2246,Primaria,"""CENTRO ESCOLAR BENITO JUÁREZ""",MATUTINO,IGNACIO MANUEL ALTAMIRANO NO 66,SAN PEDRO ATOCPAN,MILPA ALTA,Particular,"IGNACIO MANUEL ALTAMIRANO NO 66, SAN PEDRO ATOCPAN, MILPA ALTA",19.1983119,-99.0516607,"19.1983119,-99.0516607"
2247,Primaria,"""LUDWIEG VAN BEETHOVEN""",MATUTINO,"MAR DE LAS CRISIS MANZANA 74 LOTE 10 FRACCION ""A"" NO 92",SELENE,TLAHUAC,Particular,"MAR DE LAS CRISIS MANZANA 74 LOTE 10 FRACCION ""A"" NO 92, SELENE, TLAHUAC",19.2887604,-98.9996388,"19.2887604,-98.9996388"
2248,Primaria,"""CENTRO DE APRENDIZAJE CELESTINE FREINET""",MATUTINO,JOSE SANCHEZ TRUJILLO NUM. 165,SAN ALVARO,AZCAPOTZALCO,Particular,"JOSE SANCHEZ TRUJILLO NUM. 165, SAN ALVARO, AZCAPOTZALCO",19.4612311,-99.1827454,"19.4612311,-99.1827454"
2249,Secundaria,FUNDACIÓN AZTECA,VESPERTINO,AV ACUEDUCTO NUM 25,SANTA ISABEL TOLA,GUSTAVO A. MADERO,Particular,"AV ACUEDUCTO NUM 25, SANTA ISABEL TOLA, GUSTAVO A. MADERO",19.501891,-99.1180846,"19.501891,-99.1180846"
2250,Secundaria,LICEO FRANCO MEXICANO,MATUTINO,AV. HOMERO No. 1521,POLANCO REFORMA,MIGUEL HIDALGO,Particular,"AV. HOMERO No. 1521, POLANCO REFORMA, MIGUEL HIDALGO",19.4367701,-99.2060573,"19.4367701,-99.2060573"
2251,Secundaria,INSTITUTO PEDAGÓGICO ANGLO ESPAÑOL,MATUTINO,JALAPA 44,ROMA NORTE,CUAUHTEMOC,Particular,"JALAPA 44, ROMA NORTE, CUAUHTEMOC",19.4215399,-99.1618379,"19.4215399,-99.1618379"
2252,Secundaria,COLEGIO FRANCÉS DEL PEDREGAL,MATUTINO,COLEGIO No. 330,JARDINES DEL PEDREGAL,ALVARO OBREGON,Particular,"COLEGIO No. 330, JARDINES DEL PEDREGAL, ALVARO OBREGON",19.3132977,-99.2083387,"19.3132977,-99.2083387"
2253,Secundaria,INSTITUTO RENACIMIENTO,MATUTINO,ORIZABA No. 136,ROMA NORTE,CUAUHTEMOC,Particular,"ORIZABA No. 136, ROMA NORTE, CUAUHTEMOC",19.4171268,-99.1592961,"19.4171268,-99.1592961"
2254,Secundaria,COLEGIO MERCEDES,MATUTINO,AREQUIPA 796,LINDAVISTA,GUSTAVO A. MADERO,Particular,"AREQUIPA 796, LINDAVISTA, GUSTAVO A. MADERO",19.4899451,-99.1235227,"19.4899451,-99.1235227"
2255,Secundaria,COLEGIO SIMÓN BOLÍVAR,MATUTINO,AV. RÍO MIXCOAC No. 125,INSURGENTES MIXCOAC,BENITO JUAREZ,Particular,"AV. RÍO MIXCOAC No. 125, INSURGENTES MIXCOAC, BENITO JUAREZ",19.3706026,-99.1844319,"19.3706026,-99.1844319"
2256,Secundaria,COLEGIO CIUDAD DE MÉXICO,MATUTINO,CAMPOS ELISEOS No. 139,POLANCO CHAPULTEPEC,MIGUEL HIDALGO,Particular,"CAMPOS ELISEOS No. 139, POLANCO CHAPULTEPEC, MIGUEL HIDALGO",19.4296057,-99.1900662,"19.4296057,-99.1900662"
2257,Secundaria,INSTITUTO ESPERANZA,MATUTINO,GOLFO DE MÉXICO No. 19,TACUBA,MIGUEL HIDALGO,Particular,"GOLFO DE MÉXICO No. 19, TACUBA, MIGUEL HIDALGO",19.4575221,-99.187464,"19.4575221,-99.187464"
2258,Secundaria,INSTITUTO GUADALUPE INSURGENTES,MATUTINO,ING. ANTONIO NARRO ACUÑA No. 187,GUADALUPE INSURGENTES,GUSTAVO A. MADERO,Particular,"ING. ANTONIO NARRO ACUÑA No. 187, GUADALUPE INSURGENTES, GUSTAVO A. MADERO",19.4722586,-99.133945,"19.4722586,-99.133945"
2259,Secundaria,AMADO NERVO,MATUTINO,BAJÍO 220 Y 222,ROMA SUR,CUAUHTEMOC,Particular,"BAJÍO 220 Y 222, ROMA SUR, CUAUHTEMOC",19.4035389,-99.163856,"19.4035389,-99.163856"
2260,Secundaria,INSTITUTO CRISOL,MATUTINO,AV. JARDÍN No. 271,DEL GAS,AZCAPOTZALCO,Particular,"AV. JARDÍN No. 271, DEL GAS, AZCAPOTZALCO",19.4660288,-99.1589559,"19.4660288,-99.1589559"
2261,Secundaria,ANDRÉS QUINTANA ROO,MATUTINO,CALLE DE ASTURIAS No. 194,ALAMOS,BENITO JUAREZ,Particular,"CALLE DE ASTURIAS No. 194, ALAMOS, BENITO JUAREZ",19.3953899,-99.1403604,"19.3953899,-99.1403604"
2262,Secundaria,INSTITUTO MIER Y PESADO,MATUTINO,CALZ. DE GUADALUPE 540,INDUSTRIAL,GUSTAVO A. MADERO,Particular,"CALZ. DE GUADALUPE 540, INDUSTRIAL, GUSTAVO A. MADERO",19.4757756,-99.1209134,"19.4757756,-99.1209134"
2263,Secundaria,MIER Y PESADO,MATUTINO,GENERAL ANAYA No. 371,DEL CARMEN,COYOACAN,Particular,"GENERAL ANAYA No. 371, DEL CARMEN, COYOACAN",19.3515865,-99.1544666,"19.3515865,-99.1544666"
2264,Secundaria,MARÍA REGINA,MATUTINO,AV. ENCARNACIÓN ORTIZ 1842,COSMOPOLITA AMPLIACION,AZCAPOTZALCO,Particular,"AV. ENCARNACIÓN ORTIZ 1842, COSMOPOLITA AMPLIACION, AZCAPOTZALCO",19.4718837,-99.1604621,"19.4718837,-99.1604621"
2265,Secundaria,HÉROES,MATUTINO,CALLE TATA VASCO No. 148,SANTA CATARINA,COYOACAN,Particular,"CALLE TATA VASCO No. 148, SANTA CATARINA, COYOACAN",19.3460555,-99.1728341,"19.3460555,-99.1728341"
2266,Secundaria,PRIMERO DE MAYO,MATUTINO,LAGUNA DE TAMIAHUA No. 97,ANAHUAC I,MIGUEL HIDALGO,Particular,"LAGUNA DE TAMIAHUA No. 97, ANAHUAC I, MIGUEL HIDALGO",19.4461311,-99.177749,"19.4461311,-99.177749"
2267,Secundaria,COLEGIO SUIZO DE MÉXICO,MATUTINO,NICOLÁS SAN JUAN No. 917,DEL VALLE,BENITO JUAREZ,Particular,"NICOLÁS SAN JUAN No. 917, DEL VALLE, BENITO JUAREZ",19.3856489,-99.1630429,"19.3856489,-99.1630429"
2268,Secundaria,CENTRO ESCOLAR YAOCALLI,MATUTINO,CERRADA CD. DE LEON No. 40,MIGUEL HIDALGO,TLALPAN,Particular,"CERRADA CD. DE LEON No. 40, MIGUEL HIDALGO, TLALPAN",19.2903431,-99.183346,"19.2903431,-99.183346"
2269,Secundaria,COLEGIO PETERSON,MATUTINO,HUIZACHITO No. 80,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,Particular,"HUIZACHITO No. 80, LOMAS DE VISTA HERMOSA, CUAJIMALPA DE MORELOS",19.3714553,-99.2799282,"19.3714553,-99.2799282"
2270,Secundaria,INSTITUTO ROMERA,MATUTINO,HOMERO No. 720,POLANCO REFORMA,MIGUEL HIDALGO,Particular,"HOMERO No. 720, POLANCO REFORMA, MIGUEL HIDALGO",19.4369397,-99.1939636,"19.4369397,-99.1939636"
2271,Secundaria,FEDERICO FROEBEL,MATUTINO,AV. RÍO MAGDALENA No. 90,SAN ANGEL,ALVARO OBREGON,Particular,"AV. RÍO MAGDALENA No. 90, SAN ANGEL, ALVARO OBREGON",19.3386661,-99.1942986,"19.3386661,-99.1942986"
2272,Secundaria,COLEGIO WALDEN DOS,MATUTINO,XOLA No. 203,DEL VALLE,BENITO JUAREZ,Particular,"XOLA No. 203, DEL VALLE, BENITO JUAREZ",19.3938684,-99.1383561,"19.3938684,-99.1383561"
2273,Secundaria,INSTITUTO LA PAZ,MATUTINO,AV. PLAN DE SAN LUIS 439,NUEVA SANTA MARIA,AZCAPOTZALCO,Particular,"AV. PLAN DE SAN LUIS 439, NUEVA SANTA MARIA, AZCAPOTZALCO",19.4623892,-99.1670016,"19.4623892,-99.1670016"
2274,Secundaria,BENITO JUÁREZ,MATUTINO,ORIENTE 253 No. 39,AGRICOLA ORIENTAL,IZTACALCO,Particular,"ORIENTE 253 No. 39, AGRICOLA ORIENTAL, IZTACALCO",19.3997777,-99.0650998,"19.3997777,-99.0650998"
2275,Secundaria,COLEGIO BRITÁNICO,MATUTINO,CALLE 15 No. 108,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,Particular,"CALLE 15 No. 108, SAN PEDRO DE LOS PINOS, BENITO JUAREZ",19.3892601,-99.1818822,"19.3892601,-99.1818822"
2276,Secundaria,ÁNGEL MARÍA GARIBAY,MATUTINO,ARENAL No. 29 ESQ. INSURGENTES,TLALPAN,TLALPAN,Particular,"ARENAL No. 29 ESQ. INSURGENTES, TLALPAN, TLALPAN",19.2850566,-99.1754731,"19.2850566,-99.1754731"
2277,Secundaria,IGNACIO M. ALTAMIRANO,MATUTINO,PROSPERIDAD No. 91,ESCANDON,MIGUEL HIDALGO,Particular,"PROSPERIDAD No. 91, ESCANDON, MIGUEL HIDALGO",19.400359,-99.1757376,"19.400359,-99.1757376"
2278,Secundaria,INSTITUTO OVALLE MONDAY (PLANTEL SECUNDARIA),MATUTINO,GUILLERMO MASSIEU HELGUERA No. 265,LA ESCALERA,GUSTAVO A. MADERO,Particular,"GUILLERMO MASSIEU HELGUERA No. 265, LA ESCALERA, GUSTAVO A. MADERO",19.5121813,-99.1390863,"19.5121813,-99.1390863"
2279,Secundaria,COLEGIO SIMÓN BOLÍVAR,MATUTINO,CAMINO SANTA TERESA 230,JARDINES DEL PEDREGAL,ALVARO OBREGON,Particular,"CAMINO SANTA TERESA 230, JARDINES DEL PEDREGAL, ALVARO OBREGON",19.3090218,-99.213877,"19.3090218,-99.213877"
2280,Secundaria,INSTITUTO GRAN UNIÓN,MATUTINO,KRAMER 74,ATLANTIDA,COYOACAN,Particular,"KRAMER 74, ATLANTIDA, COYOACAN",19.3403788,-99.1458855,"19.3403788,-99.1458855"
2281,Secundaria,COLEGIO PARTENÓN,MATUTINO,PLAYA MIRADOR No. 353,REFORMA IZTACCIHUATL,IZTACALCO,Particular,"PLAYA MIRADOR No. 353, REFORMA IZTACCIHUATL, IZTACALCO",19.3855667,-99.1266312,"19.3855667,-99.1266312"
2282,Secundaria,CENTRO EDUCATIVO JEAN PIAGET,MATUTINO,RUBENS No. 38,MIXCOAC,BENITO JUAREZ,Particular,"RUBENS No. 38, MIXCOAC, BENITO JUAREZ",19.3779653,-99.1858641,"19.3779653,-99.1858641"
2283,Secundaria,ZEFERINO AGUIRRE,MATUTINO,NARANJO No. 53,SANTA MARIA LA RIBERA,CUAUHTEMOC,Particular,"NARANJO No. 53, SANTA MARIA LA RIBERA, CUAUHTEMOC",19.4444305,-99.1595678,"19.4444305,-99.1595678"
2284,Secundaria,COLEGIO VERMONT,MATUTINO,AV. SAN FRANCISCO No. 109,SAN JERONIMO LIDICE,LA MAGDALENA CONTRERAS,Particular,"AV. SAN FRANCISCO No. 109, SAN JERONIMO LIDICE, LA MAGDALENA CONTRERAS",19.3154363,-99.2302821,"19.3154363,-99.2302821"
2285,Secundaria,BERTA VON GLÜMER,MATUTINO,PUEBLA 419,ROMA NORTE,CUAUHTEMOC,Particular,"PUEBLA 419, ROMA NORTE, CUAUHTEMOC",19.4198841,-99.1757351,"19.4198841,-99.1757351"
2286,Secundaria,TOMÁS ALVA EDISON,MATUTINO,AMORES No. 1213,DEL VALLE,BENITO JUAREZ,Particular,"AMORES No. 1213, DEL VALLE, BENITO JUAREZ",19.377795,-99.168117,"19.377795,-99.168117"
2287,Secundaria,RODRIGO ORTEGA OROPEZA,MATUTINO,AMADO NERVO No. 70,MODERNA,BENITO JUAREZ,Particular,"AMADO NERVO No. 70, MODERNA, BENITO JUAREZ",19.3944985,-99.1370434,"19.3944985,-99.1370434"
2288,Secundaria,ESCUELA SECUNDARIA TEKAX,MATUTINO,TULUM M- No. 187-L1,HEROES DE PADIERNA,TLALPAN,Particular,"TULUM M- No. 187-L1, HEROES DE PADIERNA, TLALPAN",19.2845603,-99.2269024,"19.2845603,-99.2269024"
2289,Secundaria,EUGENIO ALCALÁ,MATUTINO,AV. 3 No. 61,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,Particular,"AV. 3 No. 61, SAN PEDRO DE LOS PINOS, BENITO JUAREZ",19.3929153,-99.1827454,"19.3929153,-99.1827454"
2290,Secundaria,COMUNIDAD EDUCATIVA MONTESSORI,MATUTINO,CUAUHTEMOC No. 329,SANTA MARIA TEPEPAN,XOCHIMILCO,Particular,"CUAUHTEMOC No. 329, SANTA MARIA TEPEPAN, XOCHIMILCO",19.269137,-99.1404018,"19.269137,-99.1404018"
2291,Secundaria,COLEGIO LOWELL,MATUTINO,SANTIAGO No. 451,SAN JERONIMO LIDICE,LA MAGDALENA CONTRERAS,Particular,"SANTIAGO No. 451, SAN JERONIMO LIDICE, LA MAGDALENA CONTRERAS",19.3190854,-99.237542,"19.3190854,-99.237542"
2292,Secundaria,INSTITUTO JUANA DE ARCO,MATUTINO,AVENIDA BENITO JUÁREZ NO. 28,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,Particular,"AVENIDA BENITO JUÁREZ NO. 28, SANTA CRUZ MEYEHUALCO, IZTAPALAPA",19.3404941,-99.0401184,"19.3404941,-99.0401184"
2293,Secundaria,COLEGIO ITZCÓATL,MATUTINO,ESCUELA INDUSTRIAL No. 191,INDUSTRIAL,GUSTAVO A. MADERO,Particular,"ESCUELA INDUSTRIAL No. 191, INDUSTRIAL, GUSTAVO A. MADERO",19.47401,-99.1222255,"19.47401,-99.1222255"
2294,Secundaria,SOR JUANA INES DE LA CRUZ,MATUTINO,PROVIDENCIA NO.17,SANTA MARTHA ACATITLA,IZTAPALAPA,Particular,"PROVIDENCIA NO.17, SANTA MARTHA ACATITLA, IZTAPALAPA",19.3593469,-99.0045833,"19.3593469,-99.0045833"
2295,Secundaria,CENTRO ESCOLAR MORELOS,MATUTINO,AV. MORELOS  No. 665,MAGDALENA MIXHUCA,VENUSTIANO CARRANZA,Particular,"AV. MORELOS  No. 665, MAGDALENA MIXHUCA, VENUSTIANO CARRANZA",19.4081409,-99.1090642,"19.4081409,-99.1090642"
2296,Secundaria,INSTITUTO ESCUELA DEL SUR,MATUTINO,PROLONGACIÓN CORREGIDORA No. 592,MIGUEL HIDALGO,TLALPAN,Particular,"PROLONGACIÓN CORREGIDORA No. 592, MIGUEL HIDALGO, TLALPAN",19.2827311,-99.1878052,"19.2827311,-99.1878052"
2297,Secundaria,COLEGIO BILBAO,MATUTINO,CALLE TLALMIMILOLPA No. 39,SAN MATEO TLALTENANGO,CUAJIMALPA DE MORELOS,Particular,"CALLE TLALMIMILOLPA No. 39, SAN MATEO TLALTENANGO, CUAJIMALPA DE MORELOS",19.3202999,-99.2868276,"19.3202999,-99.2868276"
2298,Secundaria,ANTONIO JOSÉ DE SUCRE,MATUTINO,CERRO DE JESÚS No. 140,CAMPESTRE CHURUBUSCO,COYOACAN,Particular,"CERRO DE JESÚS No. 140, CAMPESTRE CHURUBUSCO, COYOACAN",19.3443424,-99.1358413,"19.3443424,-99.1358413"
2299,Secundaria,COLEGIO REIMS,MATUTINO,AV. CAFETALES 239,RINCONADA COAPA,TLALPAN,Particular,"AV. CAFETALES 239, RINCONADA COAPA, TLALPAN",19.292886,-99.1150348,"19.292886,-99.1150348"
2300,Secundaria,COLEGIO MICHELET DE MÉXICO,MATUTINO,PLUTARCO ELÍAS CALLES 988,REFORMA IZTACCIHUATL,IZTACALCO,Particular,"PLUTARCO ELÍAS CALLES 988, REFORMA IZTACCIHUATL, IZTACALCO",19.3895989,-99.1325072,"19.3895989,-99.1325072"
2301,Secundaria,INSTITUTO BASSOLS,MATUTINO,JOSEFA O. DE DOMINGUEZ NO.1653,SANTA MARIA AZTAHUACAN,IZTAPALAPA,Particular,"JOSEFA O. DE DOMINGUEZ NO.1653, SANTA MARIA AZTAHUACAN, IZTAPALAPA",19.3496984,-99.0282561,"19.3496984,-99.0282561"
2302,Secundaria,ISAAC NEWTON,MATUTINO,AV. SUR 20 LOTE 9N,AGRICOLA ORIENTAL,IZTACALCO,Particular,"AV. SUR 20 LOTE 9N, AGRICOLA ORIENTAL, IZTACALCO",19.3917057,-99.0719145,"19.3917057,-99.0719145"
2303,Secundaria,NUEVA DONCELLA DE ORLEANS,MATUTINO,TEPEYAC No. 222,INDUSTRIAL,GUSTAVO A. MADERO,Particular,"TEPEYAC No. 222, INDUSTRIAL, GUSTAVO A. MADERO",19.4755391,-99.1235933,"19.4755391,-99.1235933"
2304,Secundaria,SARMIENTOCO ESCUELA BRITÁNICA AMERICANA,MATUTINO,INSURGENTES SUR No. 4040,TLALPAN,TLALPAN,Particular,"INSURGENTES SUR No. 4040, TLALPAN, TLALPAN",19.2867752,-99.1750243,"19.2867752,-99.1750243"
2305,Secundaria,COLEGIO LAS AMÉRICAS DE ARAGÓN,MATUTINO,AVENIDA 608 No. 327,SAN JUAN DE ARAGON,GUSTAVO A. MADERO,Particular,"AVENIDA 608 No. 327, SAN JUAN DE ARAGON, GUSTAVO A. MADERO",19.4607842,-99.0635045,"19.4607842,-99.0635045"
2306,Secundaria,BERNAL DÍAZ DEL CASTILLO,MATUTINO,PLAYA REGATAS 311 Y 313,REFORMA IZTACCIHUATL NORTE,IZTACALCO,Particular,"PLAYA REGATAS 311 Y 313, REFORMA IZTACCIHUATL NORTE, IZTACALCO",19.3870006,-99.1289875,"19.3870006,-99.1289875"
2307,Secundaria,LICEO IBÉRICO-AMERICANO DE COYOACÁN,MATUTINO,SANTA MARÍA TICOMAN No. 15,SAN FRANCISCO CULHUACAN EJIDO,COYOACAN,Particular,"SANTA MARÍA TICOMAN No. 15, SAN FRANCISCO CULHUACAN EJIDO, COYOACAN",19.3335462,-99.1292528,"19.3335462,-99.1292528"
2308,Secundaria,LAS CARABELAS DE COLÓN,MATUTINO,CIENFUEGOS 764,LINDAVISTA,GUSTAVO A. MADERO,Particular,"CIENFUEGOS 764, LINDAVISTA, GUSTAVO A. MADERO",19.4924388,-99.130341,"19.4924388,-99.130341"
2309,Secundaria,GREENLAND PANAMERICAN SCHOOL,MATUTINO,AMORES No. 1652,DEL VALLE,BENITO JUAREZ,Particular,"AMORES No. 1652, DEL VALLE, BENITO JUAREZ",19.3674962,-99.1702009,"19.3674962,-99.1702009"
2310,Secundaria,COLEGIO INGLÉS MICHAEL FARADAY,MATUTINO,LAGO CHAPALA No. 109,ANAHUAC I,MIGUEL HIDALGO,Particular,"LAGO CHAPALA No. 109, ANAHUAC I, MIGUEL HIDALGO",19.4418856,-99.1758997,"19.4418856,-99.1758997"
2311,Secundaria,COLEGIO QUIRINO MENDOZA CORTÉS,MATUTINO,MELCHOR OCAMPO No. 36,SANTIAGO TULYEHUALCO,XOCHIMILCO,Particular,"MELCHOR OCAMPO No. 36, SANTIAGO TULYEHUALCO, XOCHIMILCO",19.2523292,-99.0139936,"19.2523292,-99.0139936"
2312,Secundaria,JESÚS DE URQUIAGA,MATUTINO,FRONTERA No. 40,SAN ANGEL,ALVARO OBREGON,Particular,"FRONTERA No. 40, SAN ANGEL, ALVARO OBREGON",19.3419309,-99.1954052,"19.3419309,-99.1954052"
2313,Secundaria,INSTITUTO MARÍA CANALES,MATUTINO,SABINO No. 106 Y 110,SANTA MARIA LA RIBERA,CUAUHTEMOC,Particular,"SABINO No. 106 Y 110, SANTA MARIA LA RIBERA, CUAUHTEMOC",19.4467513,-99.1605128,"19.4467513,-99.1605128"
2314,Secundaria,SIMÓN BOLÍVAR,MATUTINO,AVENIDA DEL TALLER No. 603,JARDIN BALBUENA,VENUSTIANO CARRANZA,Particular,"AVENIDA DEL TALLER No. 603, JARDIN BALBUENA, VENUSTIANO CARRANZA",19.4129021,-99.1062793,"19.4129021,-99.1062793"
2315,Secundaria,COLEGIO WILLMINGTON,MATUTINO,SADI CARNOT NO 33,SAN RAFAEL,CUAUHTEMOC,Particular,"SADI CARNOT NO 33, SAN RAFAEL, CUAUHTEMOC",19.4381454,-99.1576446,"19.4381454,-99.1576446"
2316,Secundaria,INSTITUTO CUMBRES,MATUTINO,LOMA DEL RECUERDO No. 50,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,Particular,"LOMA DEL RECUERDO No. 50, LOMAS DE VISTA HERMOSA, CUAJIMALPA DE MORELOS",19.3809872,-99.26862,"19.3809872,-99.26862"
2317,Secundaria,INSTITUTO SAN ÁNGEL INN,MATUTINO,AV. CENTENARIO No. 1196,HERON PROAL,ALVARO OBREGON,Particular,"AV. CENTENARIO No. 1196, HERON PROAL, ALVARO OBREGON",19.3600846,-99.2297186,"19.3600846,-99.2297186"
2318,Secundaria,INSTITUTO ANTOINE HENRI BECQUEREL,MATUTINO,JUAN ANDREW ALMAZAN No. 82 MZ. 12 LOTE 15,OJO DE AGUA,TLAHUAC,Particular,"JUAN ANDREW ALMAZAN No. 82 MZ. 12 LOTE 15, OJO DE AGUA, TLAHUAC",19.2921873,-99.0161276,"19.2921873,-99.0161276"
2319,Secundaria,DIEGO RIVERA,MATUTINO,AV. TAMAULIPAS No. 1290,CORPUS CHRISTI,ALVARO OBREGON,Particular,"AV. TAMAULIPAS No. 1290, CORPUS CHRISTI, ALVARO OBREGON",19.3620025,-99.2494134,"19.3620025,-99.2494134"
2320,Secundaria,MIGUEL HIDALGO,MATUTINO,ITURBIDE PONIENTE No. 127,SAN ANTONIO TECOMITL,MILPA ALTA,Particular,"ITURBIDE PONIENTE No. 127, SAN ANTONIO TECOMITL, MILPA ALTA",19.2166497,-99.0002039,"19.2166497,-99.0002039"
2321,Secundaria,COLEGIO AXAYÁCATL,MATUTINO,AV. CIRCUNVALACIÓN No. 443,CUCHILLA PANTITLAN,VENUSTIANO CARRANZA,Particular,"AV. CIRCUNVALACIÓN No. 443, CUCHILLA PANTITLAN, VENUSTIANO CARRANZA",19.4225546,-99.0588015,"19.4225546,-99.0588015"
2322,Secundaria,FREINET,MATUTINO,IGNACIO ALLENDE No. 152,SAN MATEO,TLAHUAC,Particular,"IGNACIO ALLENDE No. 152, SAN MATEO, TLAHUAC",19.2741627,-99.0017373,"19.2741627,-99.0017373"
2323,Secundaria,"COLEGIO AZCAPOTZALCO, SECCIÓN SECUNDARIA",MATUTINO,SANTO TOMAS No. 336,SANTO TOMAS,AZCAPOTZALCO,Particular,"SANTO TOMAS No. 336, SANTO TOMAS, AZCAPOTZALCO",19.4831671,-99.1801692,"19.4831671,-99.1801692"
2324,Secundaria,COLEGIO CULTURA PREHISPANICA,MATUTINO,CULTURA PREHISPANICA NUM 137,GRANJAS SAN ANTONIO,IZTAPALAPA,Particular,"CULTURA PREHISPANICA NUM 137, GRANJAS SAN ANTONIO, IZTAPALAPA",19.3676599,-99.103646,"19.3676599,-99.103646"
2325,Secundaria,HORACIO MANN,MATUTINO,AV. 6 No. 276,ZARAGOZA,VENUSTIANO CARRANZA,Particular,"AV. 6 No. 276, ZARAGOZA, VENUSTIANO CARRANZA",19.4122518,-99.0874612,"19.4122518,-99.0874612"
2326,Secundaria,NUEVA ACADEMIA DE FORMACIÓN INTEGRAL,MATUTINO,PONIENTE 152 N° 317,NUEVA INDUSTRIAL VALLEJO,GUSTAVO A. MADERO,Particular,"PONIENTE 152 N° 317, NUEVA INDUSTRIAL VALLEJO, GUSTAVO A. MADERO",19.5016794,-99.1545784,"19.5016794,-99.1545784"
