id,nivel,nombre,turno,domicilio,colonia,alcaldia,sostenimiento,ubicacion,lat,lon,coordenadas
664,Preescolar,KABA'DU COMUNIDAD EDUCATIVA,MATUTINO,CALZADA DESIERTO DE LOS LEONES NO 4940,TETELPAN,ALVARO OBREGON,Particular,"CALZADA DESIERTO DE LOS LEONES NO 4940, TETELPAN, ALVARO OBREGON",19.342617,-99.2241017,"19.342617,-99.2241017"
665,Preescolar,FUNDACIÓN EDITH MERA SICARDO,MATUTINO,RETORNO 24 NO 1,AVANTE,COYOACAN,Particular,"RETORNO 24 NO 1, AVANTE, COYOACAN",19.3302085,-99.1334717,"19.3302085,-99.1334717"
666,Preescolar,INSTITUTO JEAN PIAGET,MATUTINO,CALLE 1547 NO. 93,UNIDAD SAN JUAN DE ARAGON 6A SECCION,GUSTAVO A. MADERO,Particular,"CALLE 1547 NO. 93, UNIDAD SAN JUAN DE ARAGON 6A SECCION, GUSTAVO A. MADERO",19.4657442,-99.0606137,"19.4657442,-99.0606137"
667,Preescolar,CENTRO EDUCATIVO TENOCHTITLAN,MATUTINO,ZAZAPOTLA NO. 69,TECAXTITLA TECOMITL BARRIO,MILPA ALTA,Particular,"ZAZAPOTLA NO. 69, TECAXTITLA TECOMITL BARRIO, MILPA ALTA",19.2225597,-98.9943697,"19.2225597,-98.9943697"
668,Preescolar,COLEGIO RENACIMIENTO,MATUTINO,"TARASCOS NO. 2, LOTE 3 MZA. 4",TLALCOLIGIA,TLALPAN,Particular,"TARASCOS NO. 2, LOTE 3 MZA. 4, TLALCOLIGIA, TLALPAN",19.2762237,-99.174049,"19.2762237,-99.174049"
669,Preescolar,INSTITUTO MARSHALL,MATUTINO,LIMANTITLA NO 5,SANTA URSULA XITLA,TLALPAN,Particular,"LIMANTITLA NO 5, SANTA URSULA XITLA, TLALPAN",19.2821929,-99.177382,"19.2821929,-99.177382"
670,Preescolar,INSTITUTO ELIZABETH HUNDERLAGE,MATUTINO,CALLE 4 NO 300,AGRICOLA PANTITLAN,IZTACALCO,Particular,"CALLE 4 NO 300, AGRICOLA PANTITLAN, IZTACALCO",19.4152267,-99.0622986,"19.4152267,-99.0622986"
671,Preescolar,COCOMO MONTESSORI,MATUTINO,CULIACÁN NO 86,HIPODROMO DE LA CONDESA,CUAUHTEMOC,Particular,"CULIACÁN NO 86, HIPODROMO DE LA CONDESA, CUAUHTEMOC",19.405054,-99.1702875,"19.405054,-99.1702875"
672,Preescolar,VILLA EDUCATIVA RUÍZ,MATUTINO,MARTÍN CARRERA NO 152,MARTIN CARRERA,GUSTAVO A. MADERO,Particular,"MARTÍN CARRERA NO 152, MARTIN CARRERA, GUSTAVO A. MADERO",19.4888159,-99.105973,"19.4888159,-99.105973"
673,Preescolar,COLEGIO HASEN,MATUTINO,AVENIDA DEL IMÁN NO. 787 Y EUDEVAS NO. 10,EL CARACOL,COYOACAN,Particular,"AVENIDA DEL IMÁN NO. 787 Y EUDEVAS NO. 10, EL CARACOL, COYOACAN",19.3046973,-99.1608216,"19.3046973,-99.1608216"
674,Preescolar,COLEGIO SHALOM,MATUTINO,LUIS MURILLO NÚMERO 30,TETLALMEYA,COYOACAN,Particular,"LUIS MURILLO NÚMERO 30, TETLALMEYA, COYOACAN",19.2994945,-99.1516932,"19.2994945,-99.1516932"
675,Preescolar,CENTRO DE DESARROLLO INFANTIL ERIK ERIKSON,MATUTINO,CALETA NO. 37,NARVARTE,BENITO JUAREZ,Particular,"CALETA NO. 37, NARVARTE, BENITO JUAREZ",19.4009921,-99.1459295,"19.4009921,-99.1459295"
676,Preescolar,THE APPLE TREE ANZURES,MATUTINO,BAHIA DE GUANTANAMO NO. 64,VERONICA ANZURES,MIGUEL HIDALGO,Particular,"BAHIA DE GUANTANAMO NO. 64, VERONICA ANZURES, MIGUEL HIDALGO",19.4358649,-99.1763864,"19.4358649,-99.1763864"
677,Preescolar,COLEGIO AVILES,MATUTINO,CAPULINES ZONA 10 MANZANA 9 LOTE 2,PALMATITLA,GUSTAVO A. MADERO,Particular,"CAPULINES ZONA 10 MANZANA 9 LOTE 2, PALMATITLA, GUSTAVO A. MADERO",19.5530523,-99.1282877,"19.5530523,-99.1282877"
678,Preescolar,"""INSTITUTO EDUCATIVO CECADI S.C.""",MATUTINO,PROLONGACIÓN OLIVOS SN MANZANA 1 LOTE 3,GRANJAS ESTRELLA,IZTAPALAPA,Particular,"PROLONGACIÓN OLIVOS SN MANZANA 1 LOTE 3, GRANJAS ESTRELLA, IZTAPALAPA",19.3288099,-99.0876105,"19.3288099,-99.0876105"
679,Preescolar,KINDEA EN BUENAS MANOS,MATUTINO,SAN JUAN DE DIOS NO 451,PRADO COAPA 2A Y 3A SECCION,TLALPAN,Particular,"SAN JUAN DE DIOS NO 451, PRADO COAPA 2A Y 3A SECCION, TLALPAN",19.2951915,-99.134543,"19.2951915,-99.134543"
680,Primaria,MIGUEL ANGEL,MATUTINO,IZTACCIHUATL NO. 239,FLORIDA,ALVARO OBREGON,Particular,"IZTACCIHUATL NO. 239, FLORIDA, ALVARO OBREGON",19.359255,-99.1763215,"19.359255,-99.1763215"
681,Primaria,COLEGIO FRANCO INGLES,MATUTINO,ANTIGUO CAMINO A TECAMACHALCO 686,VISTA HERMOSA,CUAJIMALPA DE MORELOS,Particular,"ANTIGUO CAMINO A TECAMACHALCO 686, VISTA HERMOSA, CUAJIMALPA DE MORELOS",19.3831312,-99.27875,"19.3831312,-99.27875"
682,Primaria,COLEGIO WILLMINGTON,MATUTINO,SADI CARNOT 33,SAN RAFAEL,CUAUHTEMOC,Particular,"SADI CARNOT 33, SAN RAFAEL, CUAUHTEMOC",19.4381454,-99.1576446,"19.4381454,-99.1576446"
683,Primaria,MANUEL EDUARDO DE GOROSTIZA,MATUTINO,CALZADA DE LAS BRUJAS 329,RINCON DE LAS HADAS,TLALPAN,Particular,"CALZADA DE LAS BRUJAS 329, RINCON DE LAS HADAS, TLALPAN",19.2978286,-99.1199929,"19.2978286,-99.1199929"
684,Primaria,METROPOLITANA,MATUTINO,NARANJO 109,SANTA MARIA LA RIBERA,CUAUHTEMOC,Particular,"NARANJO 109, SANTA MARIA LA RIBERA, CUAUHTEMOC",19.4476857,-99.158981,"19.4476857,-99.158981"
685,Primaria,NUEVA ESCUELA JUSTO SIERRA,MATUTINO,AV JARDIN NO 294,DEL GAS,AZCAPOTZALCO,Particular,"AV JARDIN NO 294, DEL GAS, AZCAPOTZALCO",19.4670914,-99.1594044,"19.4670914,-99.1594044"
686,Primaria,MANUEL ACOSTA,MATUTINO,RIO SENA 42,CUAUHTEMOC,CUAUHTEMOC,Particular,"RIO SENA 42, CUAUHTEMOC, CUAUHTEMOC",19.4319938,-99.1667274,"19.4319938,-99.1667274"
687,Primaria,LICEO FRANCO MEXICANO,MATUTINO,AVENIDA HOMERO 1521,POLANCO REFORMA,MIGUEL HIDALGO,Particular,"AVENIDA HOMERO 1521, POLANCO REFORMA, MIGUEL HIDALGO",19.4367701,-99.2060573,"19.4367701,-99.2060573"
688,Primaria,TALLER MONTESSORI,MATUTINO,RANCHO VERGEL 54,PRADO COAPA,TLALPAN,Particular,"RANCHO VERGEL 54, PRADO COAPA, TLALPAN",19.3030803,-99.1303354,"19.3030803,-99.1303354"
689,Primaria,ESCUELA MODERNA AMERICANA,MATUTINO,CERRO DEL HOMBRE No. 18,ROMERO DE TERREROS FRACCIONAMIENTO,COYOACAN,Particular,"CERRO DEL HOMBRE No. 18, ROMERO DE TERREROS FRACCIONAMIENTO, COYOACAN",19.3453633,-99.1765707,"19.3453633,-99.1765707"
690,Primaria,RENACIMIENTO,MATUTINO,ORIENTE 170 No. 349,MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,Particular,"ORIENTE 170 No. 349, MOCTEZUMA 2A SECCION, VENUSTIANO CARRANZA",19.436636,-99.0922224,"19.436636,-99.0922224"
691,Primaria,COLEGIO VISTA HERMOSA,MATUTINO,LOMA DE VISTA HERMOSA NUM 221,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,Particular,"LOMA DE VISTA HERMOSA NUM 221, LOMAS DE VISTA HERMOSA, CUAJIMALPA DE MORELOS",19.3771375,-99.2721983,"19.3771375,-99.2721983"
692,Primaria,SIERRA NEVADA,MATUTINO,SIERRA MADRE 155,LOMAS DE CHAPULTEPEC V,MIGUEL HIDALGO,Particular,"SIERRA MADRE 155, LOMAS DE CHAPULTEPEC V, MIGUEL HIDALGO",19.4250586,-99.2065397,"19.4250586,-99.2065397"
693,Primaria,INSTITUTO MEXICANO REGINA,MATUTINO,RIBERA DE CUPIA 70,REAL DE LAS LOMAS,MIGUEL HIDALGO,Particular,"RIBERA DE CUPIA 70, REAL DE LAS LOMAS, MIGUEL HIDALGO",19.3984409,-99.2389526,"19.3984409,-99.2389526"
694,Primaria,INSTITUTO CANADIENSE DE MÉXICO,MATUTINO,BARTOLACHE NUM 1931,DEL VALLE,BENITO JUAREZ,Particular,"BARTOLACHE NUM 1931, DEL VALLE, BENITO JUAREZ",19.3694827,-99.1746129,"19.3694827,-99.1746129"
695,Primaria,INSTITUTO FRAY JUAN DE ZUMARRAGA,MATUTINO,PROVIDENCIA 122,DEL VALLE,BENITO JUAREZ,Particular,"PROVIDENCIA 122, DEL VALLE, BENITO JUAREZ",19.3989431,-99.1668628,"19.3989431,-99.1668628"
696,Primaria,ESCUELA MEXICANA AMERICANA,MATUTINO,AMORES 1709,DEL VALLE,BENITO JUAREZ,Particular,"AMORES 1709, DEL VALLE, BENITO JUAREZ",19.3666235,-99.1707529,"19.3666235,-99.1707529"
697,Primaria,INSTITUTO SCIFI,MATUTINO,AV COYOACAN 615,DEL VALLE,BENITO JUAREZ,Particular,"AV COYOACAN 615, DEL VALLE, BENITO JUAREZ",19.3888992,-99.1668107,"19.3888992,-99.1668107"
698,Primaria,COLEGIO TENOCHTITLAN,MATUTINO,RASCARRABIAS 49 ANTES CERRADA UNO,INDEPENDENCIA,BENITO JUAREZ,Particular,"RASCARRABIAS 49 ANTES CERRADA UNO, INDEPENDENCIA, BENITO JUAREZ",19.3828046,-99.14848,"19.3828046,-99.14848"
699,Primaria,COLEGIO AZCAPOTZALCO,MATUTINO,RAYON NO 80,REYES LOS,AZCAPOTZALCO,Particular,"RAYON NO 80, REYES LOS, AZCAPOTZALCO",19.4850953,-99.1846524,"19.4850953,-99.1846524"
700,Primaria,PARTENON,MATUTINO,PLAYA MANZANILLO No. 349,REFORMA IZTACCIHUATL,IZTACALCO,Particular,"PLAYA MANZANILLO No. 349, REFORMA IZTACCIHUATL, IZTACALCO",19.3854239,-99.1274792,"19.3854239,-99.1274792"
701,Primaria,INSTITUTO PROGRESO Y ESPERANZA  A.C.,MATUTINO,AV. 5 NO. 89,GRANJAS SAN ANTONIO,IZTAPALAPA,Particular,"AV. 5 NO. 89, GRANJAS SAN ANTONIO, IZTAPALAPA",19.3609377,-99.1097834,"19.3609377,-99.1097834"
702,Primaria,JOSÉ MARÍA MORELOS Y PAVON,MATUTINO,SAN FRANCISCO NO. 429,GRANJAS ESTRELLA,IZTAPALAPA,Particular,"SAN FRANCISCO NO. 429, GRANJAS ESTRELLA, IZTAPALAPA",19.3225073,-99.0875651,"19.3225073,-99.0875651"
703,Primaria,INSTITUTO REFORMA,MATUTINO,PLAYA PIE DE LA CUESTA NO. 337,EL RETOÑO,IZTAPALAPA,Particular,"PLAYA PIE DE LA CUESTA NO. 337, EL RETOÑO, IZTAPALAPA",19.3761735,-99.1258625,"19.3761735,-99.1258625"
704,Primaria,INSTITUTO DE LOS NIÑOS,MATUTINO,AMADO NERVO NO. 70,MODERNA,BENITO JUAREZ,Particular,"AMADO NERVO NO. 70, MODERNA, BENITO JUAREZ",19.3944985,-99.1370434,"19.3944985,-99.1370434"
705,Primaria,COLEGIO KJ WOJTYLA DE MÉXICO,MATUTINO,NUBIA 196,EL RECREO,AZCAPOTZALCO,Particular,"NUBIA 196, EL RECREO, AZCAPOTZALCO",19.471866,-99.1827454,"19.471866,-99.1827454"
706,Primaria,COLEGIO FRANCÉS HIDALGO,MATUTINO,AV HUITZILIHUITL NO 30,SANTA ISABEL TOLA,GUSTAVO A. MADERO,Particular,"AV HUITZILIHUITL NO 30, SANTA ISABEL TOLA, GUSTAVO A. MADERO",19.5006849,-99.1130167,"19.5006849,-99.1130167"
707,Primaria,ESCUELA OLIVAR DEL CONDE,MATUTINO,ROSA CHINA NO 44,MOLINO DE ROSAS,ALVARO OBREGON,Particular,"ROSA CHINA NO 44, MOLINO DE ROSAS, ALVARO OBREGON",19.3702394,-99.2045949,"19.3702394,-99.2045949"
708,Primaria,COLEGIO SAGRADO CORAZON,MATUTINO,CAMINO SANTA TERESA 950,SANTA TERESA,LA MAGDALENA CONTRERAS,Particular,"CAMINO SANTA TERESA 950, SANTA TERESA, LA MAGDALENA CONTRERAS",19.3118331,-99.22232,"19.3118331,-99.22232"
709,Primaria,EDUARDO JENNER,MATUTINO,SAN JUAN DE LOS LAGOS S/N,SAN FELIPE DE JESUS,GUSTAVO A. MADERO,Particular,"SAN JUAN DE LOS LAGOS S/N, SAN FELIPE DE JESUS, GUSTAVO A. MADERO",19.4961721,-99.0720099,"19.4961721,-99.0720099"
710,Primaria,MANUELA CATAÑO,MATUTINO,MAGISTERIO NACIONAL NO 9,TLALPAN,TLALPAN,Particular,"MAGISTERIO NACIONAL NO 9, TLALPAN, TLALPAN",19.2903915,-99.1642319,"19.2903915,-99.1642319"
711,Primaria,CRISTOBAL COLON,MATUTINO,CHULAVISTA NO 43,LINDAVISTA,GUSTAVO A. MADERO,Particular,"CHULAVISTA NO 43, LINDAVISTA, GUSTAVO A. MADERO",19.4876268,-99.1195149,"19.4876268,-99.1195149"
712,Primaria,"""GUADALUPE""",MATUTINO,AVENIDA MANAGUA NUM. 852,LINDAVISTA,GUSTAVO A. MADERO,Particular,"AVENIDA MANAGUA NUM. 852, LINDAVISTA, GUSTAVO A. MADERO",19.4969063,-99.1286722,"19.4969063,-99.1286722"
713,Primaria,COLEGIO MERCEDES,MATUTINO,AREQUIPA NO 796,LINDAVISTA,GUSTAVO A. MADERO,Particular,"AREQUIPA NO 796, LINDAVISTA, GUSTAVO A. MADERO",19.4899451,-99.1235227,"19.4899451,-99.1235227"
714,Primaria,COLEGIO WALDEN DOS,MATUTINO,XOLA 203 Y 205,DEL VALLE,BENITO JUAREZ,Particular,"XOLA 203 Y 205, DEL VALLE, BENITO JUAREZ",19.3978806,-99.1690862,"19.3978806,-99.1690862"
715,Primaria,FRAY MATIAS DE CORDOVA,MATUTINO,AV.CENTENARIO NUM.395 BIS.,NEXTENGO,AZCAPOTZALCO,Particular,"AV.CENTENARIO NUM.395 BIS., NEXTENGO, AZCAPOTZALCO",19.4739492,-99.1884537,"19.4739492,-99.1884537"
716,Primaria,INSTITUTO LA PAZ,MATUTINO,PLAN DE SAN LUIS 445,NUEVA SANTA MARIA,AZCAPOTZALCO,Particular,"PLAN DE SAN LUIS 445, NUEVA SANTA MARIA, AZCAPOTZALCO",19.4624819,-99.1669911,"19.4624819,-99.1669911"
717,Primaria,ESTADO DE MÉXICO,MATUTINO,FLORESTA NO. 134,CLAVERIA,AZCAPOTZALCO,Particular,"FLORESTA NO. 134, CLAVERIA, AZCAPOTZALCO",19.4680691,-99.186789,"19.4680691,-99.186789"
718,Primaria,INSTITUTO ESPERANZA,MATUTINO,GOLFO DE MEXICO NUM 19,TACUBA,MIGUEL HIDALGO,Particular,"GOLFO DE MEXICO NUM 19, TACUBA, MIGUEL HIDALGO",19.4575221,-99.187464,"19.4575221,-99.187464"
719,Primaria,FRANCES PASTEUR,MATUTINO,SCHILLER 139,CHAPULTEPEC MORALES,MIGUEL HIDALGO,Particular,"SCHILLER 139, CHAPULTEPEC MORALES, MIGUEL HIDALGO",19.4362455,-99.1863856,"19.4362455,-99.1863856"
720,Primaria,CIVILIZACION,MATUTINO,LAGUNA SAN CRISTOBAL 50,ANAHUAC I,MIGUEL HIDALGO,Particular,"LAGUNA SAN CRISTOBAL 50, ANAHUAC I, MIGUEL HIDALGO",19.4449146,-99.1777394,"19.4449146,-99.1777394"
721,Primaria,FRANCISCO I. MADERO,MATUTINO,CALLE 3 NUM 535,FRANCISCO I MADERO,MIGUEL HIDALGO,Particular,"CALLE 3 NUM 535, FRANCISCO I MADERO, MIGUEL HIDALGO",19.4470312,-99.2030801,"19.4470312,-99.2030801"
722,Primaria,MARGARITA NASSEAU,MATUTINO,AV. OBSERVATORIO NO.87,TACUBAYA,MIGUEL HIDALGO,Particular,"AV. OBSERVATORIO NO.87, TACUBAYA, MIGUEL HIDALGO",19.4038177,-99.1902242,"19.4038177,-99.1902242"
723,Primaria,MONTESSORI KALPILLI,MATUTINO,AV DOS NUM 48,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,Particular,"AV DOS NUM 48, SAN PEDRO DE LOS PINOS, BENITO JUAREZ",19.3928413,-99.1838799,"19.3928413,-99.1838799"
724,Primaria,COLEGIO MILITARIZADO MODERNO ALARID,MATUTINO,AV REVOLUCION NO 606,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,Particular,"AV REVOLUCION NO 606, SAN PEDRO DE LOS PINOS, BENITO JUAREZ",19.3867666,-99.1862019,"19.3867666,-99.1862019"
725,Primaria,JUNIPERO,MATUTINO,BONDOJITO NUM 238,ESTADO DE HIDALGO,ALVARO OBREGON,Particular,"BONDOJITO NUM 238, ESTADO DE HIDALGO, ALVARO OBREGON",19.3988436,-99.2056332,"19.3988436,-99.2056332"
726,Primaria,INSTITUTO ALVARO GALVEZ Y FUENTES,MATUTINO,GREGORIO LOPEZ NUM 2,SANTA FE,ALVARO OBREGON,Particular,"GREGORIO LOPEZ NUM 2, SANTA FE, ALVARO OBREGON",19.383457,-99.2412662,"19.383457,-99.2412662"
727,Primaria,COLEGIO MADRID,MATUTINO,PUENTE NO 224,HACIENDA DE SAN JUAN TLALPAN,TLALPAN,Particular,"PUENTE NO 224, HACIENDA DE SAN JUAN TLALPAN, TLALPAN",19.2871852,-99.1343003,"19.2871852,-99.1343003"
728,Primaria,LIC. MANUEL G. ESCOBEDO DIAZ DE LEON,MATUTINO,CALLEJON DE SAN JERONIMO 44,SAN JERONIMO LIDICE,LA MAGDALENA CONTRERAS,Particular,"CALLEJON DE SAN JERONIMO 44, SAN JERONIMO LIDICE, LA MAGDALENA CONTRERAS",19.3194862,-99.2237566,"19.3194862,-99.2237566"
729,Primaria,SIMON BOLIVAR,MATUTINO,AV RIO MIXCOAC 145,INSURGENTES MIXCOAC,BENITO JUAREZ,Particular,"AV RIO MIXCOAC 145, INSURGENTES MIXCOAC, BENITO JUAREZ",19.3712395,-99.1849844,"19.3712395,-99.1849844"
730,Primaria,A FAVOR DEL NIÑO,MATUTINO,AV SAN JERONIMO 860,SAN JERONIMO LIDICE,LA MAGDALENA CONTRERAS,Particular,"AV SAN JERONIMO 860, SAN JERONIMO LIDICE, LA MAGDALENA CONTRERAS",19.3289747,-99.2166629,"19.3289747,-99.2166629"
731,Primaria,COLEGIO OXFORD,MATUTINO,ANTIGUO CAMINO A ACAPULCO NO 287,SAN ANGEL INN,ALVARO OBREGON,Particular,"ANTIGUO CAMINO A ACAPULCO NO 287, SAN ANGEL INN, ALVARO OBREGON",19.3421447,-99.2045946,"19.3421447,-99.2045946"
732,Primaria,LA SALLE,MATUTINO,FRANCIA 31,FLORIDA,ALVARO OBREGON,Particular,"FRANCIA 31, FLORIDA, ALVARO OBREGON",19.3583909,-99.1824571,"19.3583909,-99.1824571"
733,Primaria,ESCUELA HERMINIO ALMENDROS,MATUTINO,CHILMALCOYOTL NO 97-A,TORIELLO GUERRA,TLALPAN,Particular,"CHILMALCOYOTL NO 97-A, TORIELLO GUERRA, TLALPAN",19.2955289,-99.1636592,"19.2955289,-99.1636592"
734,Primaria,PATRICIO SANZ,MATUTINO,CANADA No. 210,SAN LUCAS,COYOACAN,Particular,"CANADA No. 210, SAN LUCAS, COYOACAN",19.3476004,-99.1529715,"19.3476004,-99.1529715"
735,Primaria,FUNDACION MIER Y PESADO,MATUTINO,GENERAL ANAYA No. 371,DEL CARMEN,COYOACAN,Particular,"GENERAL ANAYA No. 371, DEL CARMEN, COYOACAN",19.3515865,-99.1544666,"19.3515865,-99.1544666"
736,Primaria,COLEGIO DE EDUCACIÓN INTEGRAL,MATUTINO,SAN PEDRO NUM 44,LA JOYA,TLALPAN,Particular,"SAN PEDRO NUM 44, LA JOYA, TLALPAN",19.2783087,-99.1633867,"19.2783087,-99.1633867"
737,Primaria,AGUSTIN GARCÍA CONDE,MATUTINO,MORELOS NO 11,TLALPAN,TLALPAN,Particular,"MORELOS NO 11, TLALPAN, TLALPAN",19.2342896,-99.1762495,"19.2342896,-99.1762495"
738,Primaria,"""ALFONSO L HERRERA""",MATUTINO,DIEGO RIVERA No. 3,EL RELOJ,COYOACAN,Particular,"DIEGO RIVERA No. 3, EL RELOJ, COYOACAN",19.3200467,-99.1424503,"19.3200467,-99.1424503"
739,Primaria,COLEGIO DEL VALLE DE MÉXICO,MATUTINO,CARRASCO NUM 29,TORIELLO GUERRA,TLALPAN,Particular,"CARRASCO NUM 29, TORIELLO GUERRA, TLALPAN",19.2956775,-99.1657341,"19.2956775,-99.1657341"
740,Primaria,COLEGIO OVIEDO SCHONTHAL,MATUTINO,CALZADA DE TLALPAN 5090,LA JOYA,TLALPAN,Particular,"CALZADA DE TLALPAN 5090, LA JOYA, TLALPAN",19.278011,-99.1665628,"19.278011,-99.1665628"
741,Primaria,MARTÍN DE LA CRUZ,MATUTINO,GARGOLAS NO 110,JARDINES DEL SUR FRACCIONAMIENTO,XOCHIMILCO,Particular,"GARGOLAS NO 110, JARDINES DEL SUR FRACCIONAMIENTO, XOCHIMILCO",19.2590255,-99.1147464,"19.2590255,-99.1147464"
742,Primaria,CAMARA DE COMERCIO,MATUTINO,GUANAJUATO NO. 69,ROMA NORTE,CUAUHTEMOC,Particular,"GUANAJUATO NO. 69, ROMA NORTE, CUAUHTEMOC",19.4173172,-99.1575351,"19.4173172,-99.1575351"
743,Primaria,COLEGIO SIMON BOLIVAR DEL PEDREGAL,MATUTINO,CAMINO SANTA TERESA 71,JARDINES DEL PEDREGAL,ALVARO OBREGON,Particular,"CAMINO SANTA TERESA 71, JARDINES DEL PEDREGAL, ALVARO OBREGON",19.3112615,-99.2185398,"19.3112615,-99.2185398"
744,Primaria,LA PAZ,MATUTINO,PROLG 5 DE MAYO NO 283,SAN PEDRO MARTIR,TLALPAN,Particular,"PROLG 5 DE MAYO NO 283, SAN PEDRO MARTIR, TLALPAN",19.2663815,-99.1754688,"19.2663815,-99.1754688"
745,Primaria,AVANTE,MATUTINO,ADOLFO PRIETO 1810,DEL VALLE,BENITO JUAREZ,Particular,"ADOLFO PRIETO 1810, DEL VALLE, BENITO JUAREZ",19.3651294,-99.1742293,"19.3651294,-99.1742293"
746,Primaria,INSTITUTO ALBERTO EINSTEIN,MATUTINO,LAGO MERU 63,GRANADA,MIGUEL HIDALGO,Particular,"LAGO MERU 63, GRANADA, MIGUEL HIDALGO",19.4390181,-99.1913603,"19.4390181,-99.1913603"
747,Primaria,JOSÉ ENCARNACION GONZÁLEZ VILLASEÑOR,MATUTINO,ALLENDE NO. 108,SAN PEDRO,IZTAPALAPA,Particular,"ALLENDE NO. 108, SAN PEDRO, IZTAPALAPA",19.3627104,-99.0869011,"19.3627104,-99.0869011"
748,Primaria,COLEGIO LUZ CASANOVA,MATUTINO,INSURGENTES NO. 319,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,Particular,"INSURGENTES NO. 319, DESARROLLO URBANO QUETZALCOATL, IZTAPALAPA",19.3372213,-99.0436571,"19.3372213,-99.0436571"
749,Primaria,ALBERTO GONZÁLEZ VALLE,MATUTINO,PRIVADA CAPITÁN RODRÍGUEZ ARENAS No. 315 B,AGRICOLA PANTITLAN,IZTACALCO,Particular,"PRIVADA CAPITÁN RODRÍGUEZ ARENAS No. 315 B, AGRICOLA PANTITLAN, IZTACALCO",19.417384,-99.0636931,"19.417384,-99.0636931"
750,Primaria,INSTITUTO JOSÉ LEVY,MATUTINO,GENARO GARCIA No. 363,JARDIN BALBUENA,VENUSTIANO CARRANZA,Particular,"GENARO GARCIA No. 363, JARDIN BALBUENA, VENUSTIANO CARRANZA",19.410685,-99.101613,"19.410685,-99.101613"
751,Primaria,COLEGIO SUBIACO,MATUTINO,LAS ROSAS No. 32,SAN FRANCISCO CULHUACAN,COYOACAN,Particular,"LAS ROSAS No. 32, SAN FRANCISCO CULHUACAN, COYOACAN",19.3421563,-99.1169389,"19.3421563,-99.1169389"
752,Primaria,COLEGIO LOS ANGELES,MATUTINO,CARRETERA FED A CUERNAVACA KM 25 NO 7000,SAN MIGUEL XICALCO,TLALPAN,Particular,"CARRETERA FED A CUERNAVACA KM 25 NO 7000, SAN MIGUEL XICALCO, TLALPAN",19.2369512,-99.1593462,"19.2369512,-99.1593462"
753,Primaria,ESCUELA ACTIVA PAIDOS,MATUTINO,EMILIANO ZAPATA No. 60,LA CANDELARIA,COYOACAN,Particular,"EMILIANO ZAPATA No. 60, LA CANDELARIA, COYOACAN",19.3324638,-99.1474154,"19.3324638,-99.1474154"
754,Primaria,ESCUELA MEXICANA DEL VALLE,MATUTINO,GABRIEL MANCERA 1611,DEL VALLE,BENITO JUAREZ,Particular,"GABRIEL MANCERA 1611, DEL VALLE, BENITO JUAREZ",19.3683839,-99.1687823,"19.3683839,-99.1687823"
755,Primaria,ABRAHAM LINCOLN,MATUTINO,NISPERO 55 Y 57,SAN JOSE DE LOS CEDROS,CUAJIMALPA DE MORELOS,Particular,"NISPERO 55 Y 57, SAN JOSE DE LOS CEDROS, CUAJIMALPA DE MORELOS",19.3669436,-99.289291,"19.3669436,-99.289291"
756,Primaria,INSTITUTO GIORDANO BRUNO,MATUTINO,PALMAS 164,EL TORO,LA MAGDALENA CONTRERAS,Particular,"PALMAS 164, EL TORO, LA MAGDALENA CONTRERAS",19.3111127,-99.2486736,"19.3111127,-99.2486736"
757,Primaria,INSTITUTO MEXICANO DE EDUCACIÓN PRIMARIA,MATUTINO,AVENIDA THIERS NUM 201,ANZURES,MIGUEL HIDALGO,Particular,"AVENIDA THIERS NUM 201, ANZURES, MIGUEL HIDALGO",19.4352792,-99.1805687,"19.4352792,-99.1805687"
758,Primaria,ENRIQUE PESTALOZZI,MATUTINO,CALLE 12 LOTE 15 MANZANA 30,GUADALUPE PROLETARIA,GUSTAVO A. MADERO,Particular,"CALLE 12 LOTE 15 MANZANA 30, GUADALUPE PROLETARIA, GUSTAVO A. MADERO",19.5234384,-99.1575384,"19.5234384,-99.1575384"
759,Primaria,MOTOLINIA CENTRO ESCOLAR DOLORES ECHEVERRIA ESPARZA,MATUTINO,ABASOLO NUM 116,TLALPAN,TLALPAN,Particular,"ABASOLO NUM 116, TLALPAN, TLALPAN",19.274348,-99.1440567,"19.274348,-99.1440567"
760,Primaria,WEBSTER,MATUTINO,FLORES MAGON NUM 62,SANTA TERESA,LA MAGDALENA CONTRERAS,Particular,"FLORES MAGON NUM 62, SANTA TERESA, LA MAGDALENA CONTRERAS",19.3069968,-99.2306669,"19.3069968,-99.2306669"
761,Primaria,COLEGIO DE LA VERA CRUZ,MATUTINO,MANUEL GUTIERREZ ZAMORA 145,LAS AGUILAS,ALVARO OBREGON,Particular,"MANUEL GUTIERREZ ZAMORA 145, LAS AGUILAS, ALVARO OBREGON",19.3581751,-99.203562,"19.3581751,-99.203562"
