Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Carabanchel;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;3723;Instructores de actividades deportivas;3532;Organizadores de conferencias y eventos
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;3724;Monitores de actividades recreativas y de entretenimiento;5831;Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4123;Empleados de logística y transporte de pasajeros y mercancías;4122;Empleados de oficina de servicios de apoyo a la producción
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;2484;Diseñadores gráficos y multimedia
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4113;Empleados de oficina de servicios estadísticos, financieros y bancarios;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Hombre;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;3713;Profesionales de apoyo al trabajo y a la educación social;3713;Profesionales de apoyo al trabajo y a la educación social
jun-20;Mujer;Chamartín;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;2612;Asesores financieros y en inversiones;4113;Empleados de oficina de servicios estadísticos, financieros y bancarios;3613;Asistentes de dirección y administrativos
jun-20;Mujer;Chamartín;Entre 26 y 35 años;Española;2484;Diseñadores gráficos y multimedia;2484;Diseñadores gráficos y multimedia;3814;Técnicos de la Web
jun-20;Hombre;Otro Municipio;Entre 26 y 35 años;Española;3202;Supervisores de la construcción;;;;
jun-20;Mujer;Otro Municipio;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;2251;Maestros de educación infantil;2252;Técnicos en educación infantil
jun-20;Mujer;Tetuán;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles);2630;Técnicos de empresas y actividades turísticas
jun-20;Hombre;Otro Municipio;Entre 36 y 45 años;Española;7533;Instaladores y reparadores en tecnologías de la información y las comunicaciones;;;;
jun-20;Hombre;Villaverde;Entre 46 y 55 años;Española;7231;Pintores y empapeladores;7121;Albañiles;9811;Peones del transporte de mercancías y descargadores
jun-20;Mujer;Villaverde;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Fuencarral-el Pardo;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Hombre;Villaverde;Entre 36 y 45 años;Española;7121;Albañiles;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;8412;Conductores asalariados de automóviles, taxis y furgonetas
jun-20;Mujer;Villaverde;Entre 26 y 35 años;Española;4111;Empleados de contabilidad;4112;Empleados de control de personal y nóminas;3613;Asistentes de dirección y administrativos
jun-20;Mujer;Moratalaz;Menor de 25 años;Española;2711;Analistas de sistemas;;;;
jun-20;Mujer;Usera;Entre 56 y 65 años;Extracomunitaria;9100;Empleados domésticos;5891;Asistentes personales o personas de compañía;;
jun-20;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios;9100;Empleados domésticos
jun-20;Mujer;Otro Municipio;Menor de 25 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;;;
jun-20;Hombre;Usera;Entre 56 y 65 años;Extracomunitaria;7131;Carpinteros (excepto ebanistas);7820;Ebanistas y trabajadores afines;7191;Mantenedores de edificios
jun-20;Hombre;Moncloa-aravaca;Menor de 25 años;Española;4411;Empleados de información al usuario;5629;Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes;3312;Técnicos en imagen para el diagnóstico
jun-20;Mujer;Otro Municipio;Entre 26 y 35 años;Española;4111;Empleados de contabilidad;3613;Asistentes de dirección y administrativos;4121;Empleados de control de abastecimientos e inventario
jun-20;Mujer;Ciudad Lineal;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Carabanchel;Entre 46 y 55 años;Extracomunitaria;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio
jun-20;Mujer;Villaverde;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;4424;Teleoperadores;4412;Recepcionistas (excepto de hoteles)
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4421;Empleados de agencias de viajes;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-20;Hombre;Carabanchel;Menor de 25 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;;;;
jun-20;Hombre;Usera;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;2599;Profesionales del derecho no clasificados bajo otros epígrafes;2625;Especialistas en formación de personal
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;2624;Especialistas en políticas y servicios de personal y afines;3613;Asistentes de dirección y administrativos;4112;Empleados de control de personal y nóminas
jun-20;Mujer;Usera;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5833;Conserjes de edificios;4411;Empleados de información al usuario
jun-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
jun-20;Mujer;Hortaleza;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4121;Empleados de control de abastecimientos e inventario;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-20;Hombre;Villaverde;Menor de 25 años;Española;5120;Camareros asalariados;9811;Peones del transporte de mercancías y descargadores;9811;Peones del transporte de mercancías y descargadores
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-20;Hombre;Otro Municipio;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;2511;Abogados;;
jun-20;Mujer;Carabanchel;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios;5710;Trabajadores de los cuidados personales a domicilio
jun-20;Hombre;Otro Municipio;Menor de 25 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Fuencarral-el Pardo;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4123;Empleados de logística y transporte de pasajeros y mercancías;4112;Empleados de control de personal y nóminas
jun-20;Hombre;Villaverde;Entre 46 y 55 años;Española;8202;Ensambladores de equipos eléctricos y electrónicos;3613;Asistentes de dirección y administrativos;7531;Mecánicos y reparadores de equipos electrónicos
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos;;
jun-20;Hombre;Arganzuela;Entre 26 y 35 años;Española;4210;Empleados de bibliotecas y archivos;4210;Empleados de bibliotecas y archivos;;
jun-20;Mujer;Otro Municipio;Entre 56 y 65 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;;;
jun-20;Mujer;Carabanchel;Entre 46 y 55 años;Extracomunitaria;5120;Camareros asalariados;9310;Ayudantes de cocina;5811;Peluqueros
jun-20;Mujer;Vicálvaro;Entre 36 y 45 años;Comunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;;;
jun-20;Mujer;Otro Municipio;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;2824;Profesionales del trabajo y la educación social;;
jun-20;Mujer;Retiro;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Centro;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;2922;Periodistas;3613;Asistentes de dirección y administrativos
jun-20;Mujer;Centro;Entre 36 y 45 años;Española;3713;Profesionales de apoyo al trabajo y a la educación social;;;;
jun-20;Mujer;Otro Municipio;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;4112;Empleados de control de personal y nóminas
jun-20;Hombre;Otro Municipio;Entre 26 y 35 años;Española;1421;Directores y gerentes de restaurantes;3722;Entrenadores y árbitros de actividades deportivas;4412;Recepcionistas (excepto de hoteles)
jun-20;Mujer;Chamberí;Entre 46 y 55 años;Española;;;;;;
jun-20;Hombre;Otro Municipio;Menor de 25 años;Española;5120;Camareros asalariados;9820;Reponedores;4411;Empleados de información al usuario
jun-20;Mujer;Carabanchel;Entre 26 y 35 años;Española;4112;Empleados de control de personal y nóminas;2823;Psicólogos;;
jun-20;Hombre;Chamberí;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;1221;Directores comerciales y de ventas;;
jun-20;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio
jun-20;Mujer;Villaverde;Entre 46 y 55 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios
jun-20;Mujer;Fuencarral-el Pardo;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;2511;Abogados;;
jun-20;Hombre;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Barajas;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;;
jun-20;Mujer;Carabanchel;Entre 46 y 55 años;Comunitaria;3510;Agentes y representantes comerciales;2159;Profesionales de la salud no clasificados bajo otros epígrafes;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
jun-20;Mujer;Chamartín;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;9310;Ayudantes de cocina
jun-20;Hombre;Fuencarral-el Pardo;Entre 26 y 35 años;Española;2431;Ingenieros industriales y de producción;2435;Ingenieros químicos;2625;Especialistas en formación de personal
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;2625;Especialistas en formación de personal;4411;Empleados de información al usuario
jun-20;Hombre;Centro;Menor de 25 años;Extracomunitaria;8412;Conductores asalariados de automóviles, taxis y furgonetas;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
jun-20;Hombre;Retiro;Entre 46 y 55 años;Española;3522;Agentes de compras;3522;Agentes de compras;;
jun-20;Mujer;Latina;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4111;Empleados de contabilidad
jun-20;Hombre;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Latina;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Chamartín;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;5710;Trabajadores de los cuidados personales a domicilio
jun-20;Hombre;Otro Municipio;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;2624;Especialistas en políticas y servicios de personal y afines;2624;Especialistas en políticas y servicios de personal y afines
jun-20;Hombre;Moratalaz;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;2625;Especialistas en formación de personal;1221;Directores comerciales y de ventas
jun-20;Hombre;Ciudad Lineal;Entre 46 y 55 años;Española;7510;Electricistas de la construcción y afines;3613;Asistentes de dirección y administrativos;7191;Mantenedores de edificios
jun-20;Hombre;Carabanchel;Entre 46 y 55 años;Extracomunitaria;5833;Conserjes de edificios;9602;Peones de la construcción de edificios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4424;Teleoperadores;3613;Asistentes de dirección y administrativos;;
jun-20;Hombre;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4112;Empleados de control de personal y nóminas;4111;Empleados de contabilidad
