Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2020S011405;18/08/2020;12:50;PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS;38;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07
2020S011380;18/08/2020;11:05;CALL. ALCALA / CALL. CONDE DE PEÑALVER;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;01
2020S011494;19/08/2020;20:30;CALL. AGATHA CHRISTIE / CALL. LUIS MARTINEZ FEDUCHI;-;HORTALEZA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02
2020S011454;20/08/2020;17:55;CALL. ALFONSO XII / CALL. FELIPE IV;-;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;02
2020S011442;20/08/2020;8:30;CALL. CONGOSTO / AVDA. VILLA DE VALLECAS;-;VILLA DE VALLECAS;Atropello a persona;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S011442;20/08/2020;8:30;CALL. CONGOSTO / AVDA. VILLA DE VALLECAS;-;VILLA DE VALLECAS;Atropello a persona;Despejado;Bicicleta;Peatón;DE 18 A 20 AÑOS;Mujer;07
2020S011581;21/08/2020;22:00;PISTA. CRISTO DE EL PARDO;17;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Mujer;06
2020S011495;21/08/2020;21:00;CALL. TESORO;26;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;07
2020S011493;21/08/2020;20:30;AVDA. POBLADOS / CALL. VIA LUSITANA;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07
2020S011598;21/08/2020;11:02;PASEO. TORRECILLA;4;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;07
2020S011535;22/08/2020;12:50;CTRA. SOMONTES AL PALACIO DE LA REAL QUINTA;1;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07
2020S011599;23/08/2020;12:20;GTA. SAN ANTONIO DE LA FLORIDA;2;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Mujer;02
2020S011637;23/08/2020;11:58;AVDA. MENENDEZ PELAYO;81;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Mujer;07
2020S011624;24/08/2020;21:10;PASEO. SANTA MARIA DE LA CABEZA;21;ARGANZUELA;Alcance;;Bicicleta EPAC (pedaleo asistido);Conductor;DE 15 A 17 AÑOS;Hombre;14
2020S011580;24/08/2020;20:00;AVDA. ARCENTALES / CALL. ESTOCOLMO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;03
2020S011615;24/08/2020;17:40;CALL. VITRUVIO;15;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;06
2020S011574;24/08/2020;16:50;AVDA. MENENDEZ PELAYO;65;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;02
2020S011644;25/08/2020;21:57;CMNO. VIEJO DEL CURA;82;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;01
2020S011651;25/08/2020;21:05;GTA. ENCINA DEL TRILLO (CASA DE CAMPO);-;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07
2020S011651;25/08/2020;21:05;GTA. ENCINA DEL TRILLO (CASA DE CAMPO);-;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;14
2020S011652;25/08/2020;19:45;GTA. SIETE HERMANAS (CASA DE CAMPO);-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14
2020S011652;25/08/2020;19:45;GTA. SIETE HERMANAS (CASA DE CAMPO);-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;06
2020S011620;25/08/2020;17:40;CALL. BRAVO MURILLO / CALL. ANASTASIO HERRERO;-;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;02
2020S011609;25/08/2020;9:55;CALL. SOFIA;21;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Conductor;MAYOR DE 74 AÑOS;Hombre;07
2020S011609;25/08/2020;9:55;CALL. SOFIA;21;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Peatón;DE 50 A 54 AÑOS;Mujer;02
2020S011695;26/08/2020;21:00;CALL. PADRE DAMIAN / CALL. GENERAL GALLEGOS;-;CHAMARTÍN;Colisión frontal;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S011699;26/08/2020;20:50;CALL. FERROCARRIL / PASEO. DELICIAS;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S011699;26/08/2020;20:50;CALL. FERROCARRIL / PASEO. DELICIAS;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 30 A 34 AÑOS;Mujer;07
2020S011699;26/08/2020;20:50;CALL. FERROCARRIL / PASEO. DELICIAS;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 25 A 29 AÑOS;Mujer;14
2020S011650;26/08/2020;14:30;AVDA. NAZARET / CALL. JESUS APRENDIZ;-;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;02
2020S011714;27/08/2020;18:14;AVDA. AMERICA;38;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S011732;27/08/2020;10:15;PLAZA. INDEPENDENCIA / CALL. ALFONSO XII;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07
2020S011930;28/08/2020;22:33;CALL. JOAQUIN TURINA;38;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;14
2020S011930;28/08/2020;22:33;CALL. JOAQUIN TURINA;38;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;DE 50 A 54 AÑOS;Mujer;07
2020S011806;29/08/2020;23:15;CALL. GALILEO / CALL. FERNANDEZ DE LOS RIOS;-;CHAMBERÍ;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 35 A 39 AÑOS;Hombre;07
2020S011811;29/08/2020;22:10;PASEO. ESPERANZA / CALL. CAOBA;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02
2020S011811;29/08/2020;22:10;PASEO. ESPERANZA / CALL. CAOBA;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 60 A 64 AÑOS;Hombre;03
2020S011845;29/08/2020;21:45;RONDA. SUR;165;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;07
2020S011832;29/08/2020;19:08;CTRA. BARRIO DE LA FORTUNA / CALL. XILOFONO;-;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;01
2020S011865;29/08/2020;13:50;PASEO. EXTREMADURA / CALL. SAAVEDRA FAJARDO;-;LATINA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Hombre;02
2020S011781;29/08/2020;2:15;PASEO. CASTELLANA / CALL. AYALA;-;SALAMANCA;Choque contra obstáculo fijo;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Hombre;05
2020S011835;30/08/2020;15:01;GTA. CUATRO CAMINOS;6;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;
2020S011837;30/08/2020;14:50;CALL. BRAVO MURILLO;355;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;07
2020S011910;31/08/2020;20:40;CALL. AZUCENAS;73;TETUÁN;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;02
2020S011879;31/08/2020;18:50;CALL. ZURBANO / PASEO. CASTELLANA;-;CHAMBERÍ;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 55 A 59 AÑOS;Mujer;01
2020S011854;31/08/2020;7:50;CALL. GRAN VIA;72;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 45 A 49 AÑOS;Mujer;02
2020S011914;01/09/2020;15:05;RONDA. SEGOVIA; 37B;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S012017;02/09/2020;19:10;AVDA. FRANCISCO JAVIER SAENZ DE OIZA;240;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07
2020S012102;02/09/2020;12:30;CTRA. ESTACION DE HORTALEZA;56;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07
2020S012027;03/09/2020;23:10;CALL. SIERRA DE CADI / CALL. PUERTO DEL MONASTERIO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S012063;03/09/2020;21:50;CALL. EMBAJADORES;186;ARGANZUELA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 35 A 39 AÑOS;Mujer;07
2020S012022;03/09/2020;19:30;PASEO. GENERAL MARTINEZ CAMPOS;27;CHAMBERÍ;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Hombre;02
2020S012743;04/09/2020;21:00;AVDA. POBLADOS / AVDA. RAFAELA YBARRA;-;USERA;Otro;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;07
2020S012075;04/09/2020;20:50;CALL. ESTOCOLMO / CALL. MANCHESTER;-;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;06
2020S012130;05/09/2020;22:25;PASEO. ESPERANZA;9;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;03
2020S012104;05/09/2020;1:20;AVDA. MENENDEZ PELAYO / AVDA. CIUDAD DE BARCELONA;-;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;14
2020S012194;06/09/2020;21:30;AVDA. OPORTO / CALL. ENRIQUE MOYANO;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S012185;06/09/2020;9:45;PLAZA. CASTILLA / CALL. MATEO INURRIA;-;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06
2020S012258;07/09/2020;18:45;ANILLO VERDE P.K. 3,400 (DESCENDENTE);-;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02
2020S012211;07/09/2020;15:00;CALL. LOPE DE HARO;14;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07
2020S012192;07/09/2020;14:30;CALL. SAN GERMAN;11;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S012326;08/09/2020;23:15;AVDA. POBLADOS / CALL. BELZUNEGUI;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07
2020S012373;08/09/2020;22:15;CALL. GOMEZNARRO / CALL. MAYORGA;-;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;07
2020S012317;08/09/2020;22:15;PQUE. MADRID RIO, +00300I;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 18 A 20 AÑOS;Hombre;14
2020S012317;08/09/2020;22:15;PQUE. MADRID RIO, +00300I;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;DE 10 A 14 AÑOS;Mujer;07
2020S012361;08/09/2020;21:22;CALL. NUESTRA SEÑORA DE VALVERDE;201;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S012295;08/09/2020;19:20;PLAZA. VIRGEN GUADALUPANA;0;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Conductor;DE 6 A 9 AÑOS;Mujer;14
2020S012295;08/09/2020;19:20;PLAZA. VIRGEN GUADALUPANA;0;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Peatón;MAYOR DE 74 AÑOS;Mujer;01
2020S012221;08/09/2020;7:00;AVDA. CANILLEJAS A VICALVARO / AUTOV. M-40;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S012283;09/09/2020;10:15;CALL. ALTO DEL RETIRO / CALL. ANTONIO GADES;-;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07
2020S012603;10/09/2020;20:55;CTRA. M-612, +30000E;-;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Mujer;02
2020S012362;10/09/2020;14:45;CALL. DOCTOR ESQUERDO / CALL. SAMARIA;-;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 50 A 54 AÑOS;Hombre;02
2020S012388;10/09/2020;14:05;PASEO. CAMOENS Y VALERO / CALL. FRANCISCO Y JACINTO ALCANTARA;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;02
2020S012398;10/09/2020;13:40;PASEO. REINA CRISTINA;21;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07
2020S012508;11/09/2020;19:25;PASEO. VIRGEN DEL PUERTO;47;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;01
2020S012637;11/09/2020;8:00;CALL. ESTEBAN PALACIOS / CALL. FLORENCIO CASTILLO;-;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07
2020S012424;11/09/2020;5:40;AVDA. GRAN VIA DE HORTALEZA / CALL. HARO;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07
2020S012562;12/09/2020;20:12;CALL. LUIS DE HOYOS SAINZ / CALL. FUENTE CARRANTONA;-;MORATALAZ;Caída;Se desconoce;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;14
2020S012483;12/09/2020;12:10;CALL. GENERAL RICARDOS / PLAZA. FRANCISCO MORANO;-;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;MAYOR DE 74 AÑOS;Hombre;05
2020S012543;12/09/2020;11:00;AVDA. MONASTERIO DE SILOS / PLAZA. PRADERA DEL SALCERAL;-;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;06
2020S012543;12/09/2020;11:00;AVDA. MONASTERIO DE SILOS / PLAZA. PRADERA DEL SALCERAL;-;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14
2020S012552;13/09/2020;14:10;CALL. SIERRA ELVIRA / CALL. FILOSOFA SIMONE WEIL;-;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02
2020S012703;13/09/2020;10:40;CALL. PEDRO MUGURUZA / CALL. PADRE DAMIAN;-;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07
2020S012541;13/09/2020;9:45;AVDA. GRAN VIA DEL SURESTE;36;VILLA DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;06
2020S012673;14/09/2020;21:20;PLAZA. JUAN ZORRILLA / CALL. BRAVO MURILLO;-;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Mujer;07
2020S012618;14/09/2020;18:42;CALL. ALCALDE SAINZ DE BARANDA / AUTOV. M-30;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02
2020S012717;15/09/2020;19:45;CMNO. CASA DE VACAS;0;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02
2020S012725;15/09/2020;19:40;PASEO. PIÑONERO;4;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;01
2020S012725;15/09/2020;19:40;PASEO. PIÑONERO;4;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14
2020S012725;15/09/2020;19:40;PASEO. PIÑONERO;4;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14
2020S012672;15/09/2020;19:10;CALL. CARLOS Y GUILLERMO FERNANDEZ SHAW;2;RETIRO;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;03
2020S012666;15/09/2020;17:45;CALL. CASTRO DE ORO / CALLE DORTOR ESPINA;-;CARABANCHEL;Colisión lateral;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;
2020S012668;15/09/2020;16:50;CALL. GRAN VIA;72;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Mujer;02
2020S012676;15/09/2020;16:30;CALL. BARBIERI / CALL. SAN MARCOS;-;CENTRO;Otro;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;
2020S012656;15/09/2020;14:35;CALL. ALFONSO XII;62;RETIRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 18 A 20 AÑOS;Hombre;07
2020S012738;16/09/2020;18:35;PASEO. PRADO;5;RETIRO;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;01
2020S012718;16/09/2020;12:50;AVDA. MORERAS / CALL. LEONARDO PRIETO CASTRO;-;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S012715;16/09/2020;8:45;CALL. MARTINEZ CORROCHANO / CALL. VALDERRIBAS;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;06
2020S012708;16/09/2020;0:37;CALL. GRAN VIA / CALL. ALCALA;-;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 40 A 44 AÑOS;Mujer;07
2020S012812;17/09/2020;19:30;CALL. SERRANO;24;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;06
2020S012789;17/09/2020;14:23;CALL. VIA DE DUBLIN;4;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07
2020S012877;18/09/2020;15:44;PASEO. RECOLETOS;3;CENTRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;DE 10 A 14 AÑOS;Hombre;03
2020S012877;18/09/2020;15:44;PASEO. RECOLETOS;3;CENTRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Pasajero;DE 10 A 14 AÑOS;Hombre;14
2020S012975;20/09/2020;19:25;CALL. HORTALEZA;59;CENTRO;Alcance;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Hombre;
2020S013008;21/09/2020;20:00;LUGAR. SANTA CATALINA ADIF;0;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;02
2020S013045;21/09/2020;19:45;AVDA. MONASTERIO DE EL ESCORIAL;6;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02
2020S013412;22/09/2020;20:40;AVDA. SANTUARIO DE VALVERDE / CALL. MONASTERIO DE MONTESCLAROS;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02
2020S013431;23/09/2020;22:25;PASEO. FLORIDA;2;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01
2020S013219;23/09/2020;19:45;PASEO. PIÑONERO / PLAZA. MORERAS;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;06
2020S013108;23/09/2020;16:50;PLAZA. CONDE DE CASAL;6;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;06
2020S013304;23/09/2020;14:15;CALL. LOPEZ DE HOYOS;66;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S013169;24/09/2020;18:20;AVDA. CERRO MILANO;143;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02
2020S013231;25/09/2020;20:00;CALL. ANTONIO MACHADO;30;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;14
2020S013231;25/09/2020;20:00;CALL. ANTONIO MACHADO;30;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Pasajero;DE 15 A 17 AÑOS;Mujer;06
2020S013217;25/09/2020;16:22;AVDA. MANZANARES / CALL. SAN POMPEYO;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;05
2020S013217;25/09/2020;16:22;AVDA. MANZANARES / CALL. SAN POMPEYO;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Pasajero;DE 50 A 54 AÑOS;Hombre;14
2020S013391;25/09/2020;8:15;CALL. VALMOJADO;53;LATINA;Alcance;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07
2020S013339;27/09/2020;14:45;EDIFI. TORRE ESPAÑA / CALL. ALCALDE SAINZ DE BARANDA;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;07
2020S013494;27/09/2020;12:30;PASEO. PIÑONERO / PQUE. CASA DE CAMPO;-;MONCLOA-ARAVACA;Colisión lateral;;Bicicleta;Conductor;MAYOR DE 74 AÑOS;Hombre;
2020S013494;27/09/2020;12:30;PASEO. PIÑONERO / PQUE. CASA DE CAMPO;-;MONCLOA-ARAVACA;Colisión lateral;;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;
2020S013340;27/09/2020;3:20;CALL. MEJIA LEQUERICA / CALL. BENEFICENCIA;-;CENTRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 21 A 24 AÑOS;Mujer;07
2020S013469;28/09/2020;19:30;PLAZA. CARDENAL CISNEROS;1;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S013471;28/09/2020;18:45;CALL. FUENTE CARRANTONA / AVDA. DOCTOR GARCIA TAPIA;-;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;05
2020S013594;28/09/2020;17:40;PASEO. ALAMEDA DE OSUNA;2;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07
2020S013417;28/09/2020;14:45;PLAZA. EMPERADOR CARLOS V;8;CENTRO;Otro;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Mujer;06
2020S013456;28/09/2020;13:00;CALL. PRINCESA / CALL. QUINTANA;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02
2020S013510;29/09/2020;20:50;CALL. BRUJAS / CALL. FLORENCIA;-;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;05
2020S013526;30/09/2020;18:00;PASEO. PIÑONERO;4;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S013526;30/09/2020;18:00;PASEO. PIÑONERO;4;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S013604;01/10/2020;23:30;CALL. BARQUILLO;33;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 40 A 44 AÑOS;Hombre;02
2020S013667;01/10/2020;18:35;PLAZA. CASTILLA;10;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;07
2020S014000;01/10/2020;18:05;PASEO. PRADO;8;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 35 A 39 AÑOS;Mujer;01
2020S013745;02/10/2020;20:15;CALL. NUESTRA SEÑORA DE VALVERDE;123;FUENCARRAL-EL PARDO;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07
2020S013674;02/10/2020;16:45;AVDA. CANILLEJAS A VICALVARO / AUTOV. M-40;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;05
2020S013889;02/10/2020;8:10;PASEO. PRADO;4;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Mujer;14
2020S013754;03/10/2020;21:00;CALL. SAN BERNARDO;99;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01
2020S013746;03/10/2020;19:50;CALL. ILUSION / CALL. TOLERANCIA;-;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;01
2020S013804;03/10/2020;17:40;PASEO. MEDIANIL, ANILLO VERDE CICLISTA KM. 46,100;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 40 A 44 AÑOS;Mujer;01
